DistName,RegnName,SAT-Total,SAT-Part_Rate,Year
EAGLE MT-SAGINAW ISD,Fort Worth,993.0,52.5,2012
CARROLL ISD,Fort Worth,1165.0,84.0,2012
WHITE SETTLEMENT ISD,Fort Worth,929.0,45.7,2012
AUSTIN ISD,Austin,1020.0,65.1,2012
PFLUGERVILLE ISD,Austin,974.0,68.5,2012
MANOR ISD,Austin,854.0,66.5,2012
EANES ISD,Austin,1193.0,92.1,2012
DEL VALLE ISD,Austin,868.0,29.5,2012
LAGO VISTA ISD,Austin,1025.0,77.6,2012
LAKE TRAVIS ISD,Austin,1122.0,79.7,2012
SABINAL ISD,San Antonio,890.0,69.4,2012
UTOPIA ISD,San Antonio,1107.0,50.0,2012
CANTON ISD,Richardson,1015.0,39.4,2012
WILLS POINT ISD,Richardson,1042.0,29.6,2012
HEMPSTEAD ISD,Houston,839.0,25.4,2012
WALLER ISD,Houston,965.0,32.6,2012
ROYAL ISD,Houston,965.0,11.4,2012
FLORENCE ISD,Austin,979.0,64.6,2012
GEORGETOWN ISD,Austin,1062.0,61.5,2012
GRANGER ISD,Austin,972.0,25.0,2012
HUTTO ISD,Austin,958.0,59.2,2012
JARRELL ISD,Austin,981.0,64.2,2012
LIBERTY HILL ISD,Austin,1031.0,65.3,2012
ROUND ROCK ISD,Austin,1091.0,73.7,2012
TAYLOR ISD,Austin,943.0,44.7,2012
THRALL ISD,Austin,936.0,65.8,2012
LEANDER ISD,Austin,1056.0,69.3,2012
FLORESVILLE ISD,San Antonio,941.0,59.1,2012
LA VERNIA ISD,San Antonio,996.0,62.4,2012
POTH ISD,San Antonio,999.0,71.2,2012
STOCKDALE ISD,San Antonio,964.0,59.1,2012
ALVORD ISD,Fort Worth,985.0,59.6,2012
BOYD ISD,Fort Worth,965.0,52.6,2012
BRIDGEPORT ISD,Fort Worth,967.0,36.0,2012
CHICO ISD,Fort Worth,937.0,33.3,2012
DECATUR ISD,Fort Worth,994.0,25.9,2012
PARADISE ISD,Fort Worth,1015.0,42.7,2012
SLIDELL ISD,Fort Worth,943.0,82.4,2012
CRYSTAL CITY ISD,San Antonio,1002.0,11.9,2012
CHARLOTTE ISD,San Antonio,815.0,53.6,2013
JOURDANTON ISD,San Antonio,935.0,24.3,2013
LYTLE ISD,San Antonio,878.0,38.0,2013
PLEASANTON ISD,San Antonio,951.0,33.9,2013
POTEET ISD,San Antonio,855.0,22.3,2013
MEDINA ISD,San Antonio,863.0,66.7,2013
BANDERA ISD,San Antonio,1013.0,63.1,2013
BASTROP ISD,Austin,938.0,41.8,2013
ELGIN ISD,Austin,903.0,45.6,2013
SMITHVILLE ISD,Austin,956.0,39.6,2013
BARTLETT ISD,Austin,807.0,56.4,2013
ALAMO HEIGHTS ISD,San Antonio,1105.0,84.5,2013
HARLANDALE ISD,San Antonio,798.0,92.3,2013
EDGEWOOD ISD,San Antonio,799.0,49.9,2013
RANDOLPH FIELD ISD,San Antonio,1028.0,85.7,2013
SAN ANTONIO ISD,San Antonio,819.0,58.3,2013
SOUTH SAN ANTONIO ISD,San Antonio,849.0,58.2,2013
SOMERSET ISD,San Antonio,814.0,46.2,2013
NORTH EAST ISD,San Antonio,1013.0,68.8,2013
EAST CENTRAL ISD,San Antonio,903.0,53.0,2013
SOUTHWEST ISD,San Antonio,866.0,36.6,2013
LACKLAND ISD,San Antonio,1029.0,34.2,2013
FT SAM HOUSTON ISD,San Antonio,1017.0,76.3,2013
NORTHSIDE ISD,San Antonio,971.0,63.1,2013
JUDSON ISD,San Antonio,903.0,65.7,2013
SOUTHSIDE ISD,San Antonio,886.0,53.7,2013
JOHNSON CITY ISD,Austin,1034.0,66.7,2013
BLANCO ISD,Austin,1025.0,32.4,2013
ALVIN ISD,Houston,971.0,46.0,2013
ANGLETON ISD,Houston,945.0,38.9,2013
BRAZOSPORT ISD,Houston,1026.0,43.2,2013
SWEENY ISD,Houston,952.0,45.1,2013
COLUMBIA-BRAZORIA ISD,Houston,937.0,32.4,2013
PEARLAND ISD,Houston,1006.0,54.3,2013
MARBLE FALLS ISD,Austin,985.0,43.2,2013
LOCKHART ISD,Austin,932.0,48.8,2013
LULING ISD,Austin,916.0,46.2,2013
PRAIRIE LEA ISD,Austin,830.0,50.0,2013
ANAHUAC ISD,Houston,895.0,55.6,2013
BARBERS HILL ISD,Houston,998.0,61.2,2013
ALLEN ISD,Richardson,1104.0,70.3,2013
ANNA ISD,Richardson,976.0,43.9,2013
CELINA ISD,Richardson,1018.0,11.5,2013
FARMERSVILLE ISD,Richardson,972.0,39.4,2013
FRISCO ISD,Richardson,1078.0,64.3,2013
MCKINNEY ISD,Richardson,1079.0,62.7,2013
MELISSA ISD,Richardson,1057.0,47.3,2013
PLANO ISD,Richardson,1149.0,70.5,2013
PRINCETON ISD,Richardson,998.0,34.4,2013
PROSPER ISD,Richardson,1070.0,63.7,2013
WYLIE ISD,Richardson,1026.0,48.1,2013
BLUE RIDGE ISD,Richardson,934.0,61.7,2013
COMMUNITY ISD,Richardson,1014.0,44.8,2013
LOVEJOY ISD,Richardson,1127.0,83.2,2013
NEW BRAUNFELS ISD,Austin,1027.0,59.3,2013
COMAL ISD,Austin,1014.0,65.3,2013
GAINESVILLE ISD,Fort Worth,975.0,22.8,2013
VALLEY VIEW ISD,Fort Worth,954.0,53.7,2013
CALLISBURG ISD,Fort Worth,977.0,40.5,2013
LINDSAY ISD,Fort Worth,1095.0,59.5,2013
CARROLLTON-FARMERS BRANCH ISD,Richardson,990.0,56.5,2013
CEDAR HILL ISD,Richardson,900.0,53.3,2013
DALLAS ISD,Richardson,856.0,64.6,2013
DESOTO ISD,Richardson,851.0,56.7,2013
DUNCANVILLE ISD,Richardson,925.0,38.9,2013
GARLAND ISD,Richardson,970.0,44.5,2013
GRAND PRAIRIE ISD,Richardson,917.0,49.1,2013
HIGHLAND PARK ISD,Richardson,1205.0,83.8,2013
IRVING ISD,Richardson,834.0,83.5,2013
LANCASTER ISD,Richardson,788.0,60.3,2013
MESQUITE ISD,Richardson,908.0,47.9,2013
RICHARDSON ISD,Richardson,1046.0,65.3,2013
SUNNYVALE ISD,Richardson,993.0,84.7,2013
COPPELL ISD,Richardson,1142.0,88.7,2013
DENTON ISD,Fort Worth,1001.0,53.4,2013
LEWISVILLE ISD,Fort Worth,1094.0,67.7,2013
PILOT POINT ISD,Fort Worth,957.0,44.2,2013
KRUM ISD,Fort Worth,945.0,48.6,2013
PONDER ISD,Fort Worth,1046.0,35.9,2013
AUBREY ISD,Fort Worth,1004.0,50.8,2013
SANGER ISD,Fort Worth,994.0,42.1,2013
ARGYLE ISD,Fort Worth,1069.0,71.3,2013
NORTHWEST ISD,Fort Worth,1014.0,64.2,2013
LAKE DALLAS ISD,Fort Worth,1021.0,59.6,2013
LITTLE ELM ISD,Fort Worth,941.0,51.0,2013
ENNIS ISD,Richardson,985.0,23.2,2013
FERRIS ISD,Richardson,915.0,50.0,2013
ITALY ISD,Richardson,933.0,29.8,2013
MIDLOTHIAN ISD,Richardson,1008.0,48.6,2013
PALMER ISD,Richardson,957.0,44.0,2013
RED OAK ISD,Richardson,957.0,45.8,2013
WAXAHACHIE ISD,Richardson,977.0,48.9,2013
MAYPEARL ISD,Richardson,952.0,56.4,2013
DUBLIN ISD,Fort Worth,960.0,45.2,2013
HUCKABAY ISD,Fort Worth,964.0,58.3,2013
LINGLEVILLE ISD,Fort Worth,883.0,64.7,2013
BONHAM ISD,Richardson,936.0,26.1,2013
ECTOR ISD,Richardson,1022.0,27.3,2013
LEONARD ISD,Richardson,1048.0,50.8,2013
SAVOY ISD,Richardson,864.0,35.0,2013
TRENTON ISD,Richardson,979.0,45.7,2013
SAM RAYBURN ISD,Richardson,960.0,22.0,2013
FLATONIA ISD,Austin,994.0,47.9,2013
LA GRANGE ISD,Austin,1005.0,59.1,2013
SCHULENBURG ISD,Austin,983.0,60.9,2013
ROUND TOP-CARMINE ISD,Austin,1050.0,40.0,2013
NEEDVILLE ISD,Houston,1011.0,51.7,2013
FORT BEND ISD,Houston,1033.0,73.4,2013
PEARSALL ISD,San Antonio,1020.0,4.0,2013
DICKINSON ISD,Houston,941.0,37.0,2013
GALVESTON ISD,Houston,963.0,48.6,2013
LA MARQUE ISD,Houston,794.0,52.3,2013
TEXAS CITY ISD,Houston,909.0,38.5,2013
HITCHCOCK ISD,Houston,874.0,31.5,2013
SANTA FE ISD,Houston,998.0,37.5,2013
CLEAR CREEK ISD,Houston,1069.0,66.5,2013
FRIENDSWOOD ISD,Houston,1111.0,77.3,2013
FREDERICKSBURG ISD,Austin,1025.0,56.5,2013
HARPER ISD,Austin,1011.0,51.0,2013
GONZALES ISD,Austin,962.0,36.2,2013
WAELDER ISD,Austin,774.0,61.9,2013
BELLS ISD,Richardson,920.0,40.0,2013
DENISON ISD,Richardson,1009.0,36.5,2013
HOWE ISD,Richardson,1034.0,24.4,2013
SHERMAN ISD,Richardson,1039.0,33.8,2013
VAN ALSTYNE ISD,Richardson,996.0,57.3,2013
WHITESBORO ISD,Richardson,1076.0,9.5,2013
POTTSBORO ISD,Richardson,1057.0,45.7,2013
GUNTER ISD,Richardson,1002.0,59.5,2013
TOM BEAN ISD,Richardson,985.0,31.7,2013
SEGUIN ISD,Austin,913.0,51.9,2013
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,1015.0,57.3,2013
NAVARRO ISD,Austin,1002.0,74.5,2013
MARION ISD,Austin,956.0,56.0,2013
ALDINE ISD,Houston,861.0,51.7,2013
ALIEF ISD,Houston,873.0,60.3,2013
CHANNELVIEW ISD,Houston,897.0,41.8,2013
CROSBY ISD,Houston,984.0,35.5,2013
CYPRESS-FAIRBANKS ISD,Houston,1024.0,60.0,2013
DEER PARK ISD,Houston,993.0,45.8,2013
NORTH FOREST ISD,Houston,775.0,39.4,2013
GALENA PARK ISD,Houston,890.0,28.0,2013
HOUSTON ISD,Houston,850.0,96.1,2013
HUMBLE ISD,Houston,1000.0,63.3,2013
KATY ISD,Houston,1071.0,70.4,2013
KLEIN ISD,Houston,1018.0,61.0,2013
LA PORTE ISD,Houston,969.0,40.1,2013
PASADENA ISD,Houston,905.0,46.7,2013
SPRING ISD,Houston,869.0,54.7,2013
SPRING BRANCH ISD,Houston,1028.0,73.1,2013
TOMBALL ISD,Houston,1038.0,58.8,2013
SHELDON ISD,Houston,821.0,55.0,2013
HUFFMAN ISD,Houston,975.0,55.9,2013
DRIPPING SPRINGS ISD,Austin,1132.0,78.2,2013
WIMBERLEY ISD,Austin,1088.0,67.8,2013
GRANBURY ISD,Fort Worth,1013.0,53.4,2013
TOLAR ISD,Fort Worth,1002.0,59.6,2013
CADDO MILLS ISD,Richardson,1043.0,40.8,2013
COMMERCE ISD,Richardson,1008.0,33.6,2013
GREENVILLE ISD,Richardson,936.0,35.1,2013
LONE OAK ISD,Richardson,952.0,57.4,2013
QUINLAN ISD,Richardson,945.0,24.3,2013
WOLFE CITY ISD,Richardson,903.0,21.2,2013
BLAND ISD,Richardson,1031.0,28.1,2013
BOLES ISD,Richardson,943.0,37.8,2013
ALVARADO ISD,Fort Worth,915.0,46.8,2013
BURLESON ISD,Fort Worth,985.0,54.8,2013
CLEBURNE ISD,Fort Worth,959.0,44.4,2013
GRANDVIEW ISD,Fort Worth,987.0,35.6,2013
JOSHUA ISD,Fort Worth,1011.0,49.5,2013
KEENE ISD,Fort Worth,894.0,44.3,2013
RIO VISTA ISD,Fort Worth,892.0,51.1,2013
VENUS ISD,Fort Worth,922.0,20.0,2013
GODLEY ISD,Fort Worth,955.0,48.8,2013
FALLS CITY ISD,San Antonio,1006.0,32.4,2013
CRANDALL ISD,Richardson,981.0,40.0,2013
FORNEY ISD,Richardson,972.0,53.5,2013
KAUFMAN ISD,Richardson,937.0,55.3,2013
KEMP ISD,Richardson,957.0,45.8,2013
MABANK ISD,Richardson,1026.0,32.2,2013
TERRELL ISD,Richardson,877.0,29.0,2013
SCURRY-ROSSER ISD,Richardson,974.0,43.3,2013
BOERNE ISD,San Antonio,1094.0,76.3,2013
COMFORT ISD,Austin,968.0,53.2,2013
CENTER POINT ISD,San Antonio,886.0,56.9,2013
KERRVILLE ISD,San Antonio,1030.0,53.4,2013
INGRAM ISD,San Antonio,973.0,62.2,2013
BRACKETT ISD,San Antonio,936.0,71.1,2013
COTULLA ISD,San Antonio,785.0,30.6,2013
GIDDINGS ISD,Austin,949.0,51.0,2013
LEXINGTON ISD,Austin,968.0,55.0,2013
DIME BOX ISD,Austin,1016.0,71.4,2013
CLEVELAND ISD,Houston,917.0,34.4,2013
DAYTON ISD,Houston,938.0,33.9,2013
HARDIN ISD,Houston,883.0,50.0,2013
LIBERTY ISD,Houston,960.0,66.7,2013
TARKINGTON ISD,Houston,1007.0,32.9,2013
LLANO ISD,Austin,1020.0,63.9,2013
EAGLE PASS ISD,San Antonio,880.0,53.5,2013
DEVINE ISD,San Antonio,881.0,46.3,2013
NATALIA ISD,San Antonio,819.0,58.1,2013
HONDO ISD,San Antonio,1146.0,9.6,2013
MEDINA VALLEY ISD,San Antonio,1056.0,11.8,2013
THORNDALE ISD,Austin,983.0,36.4,2013
GRAFORD ISD,Fort Worth,912.0,42.9,2013
MINERAL WELLS ISD,Fort Worth,953.0,31.8,2013
SANTO ISD,Fort Worth,1022.0,39.1,2013
POOLVILLE ISD,Fort Worth,998.0,48.5,2013
SPRINGTOWN ISD,Fort Worth,1002.0,43.7,2013
WEATHERFORD ISD,Fort Worth,1020.0,45.0,2013
MILLSAP ISD,Fort Worth,1032.0,36.2,2013
ALEDO ISD,Fort Worth,1084.0,74.5,2013
PEASTER ISD,Fort Worth,1070.0,40.0,2013
BROCK ISD,Fort Worth,1036.0,28.3,2013
ROCKWALL ISD,Richardson,1054.0,63.7,2013
ROYSE CITY ISD,Richardson,940.0,52.3,2013
GLEN ROSE ISD,Fort Worth,991.0,63.7,2013
ARLINGTON ISD,Fort Worth,977.0,58.3,2013
BIRDVILLE ISD,Fort Worth,991.0,46.1,2013
EVERMAN ISD,Fort Worth,826.0,45.5,2013
FORT WORTH ISD,Fort Worth,892.0,59.4,2013
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,1100.0,74.1,2013
KELLER ISD,Fort Worth,1049.0,63.1,2013
MANSFIELD ISD,Fort Worth,978.0,66.1,2013
LAKE WORTH ISD,Fort Worth,849.0,55.7,2013
CROWLEY ISD,Fort Worth,917.0,62.8,2013
KENNEDALE ISD,Fort Worth,979.0,51.3,2013
AZLE ISD,Fort Worth,962.0,54.6,2013
HURST-EULESS-BEDFORD ISD,Fort Worth,1000.0,55.8,2013
CASTLEBERRY ISD,Fort Worth,901.0,41.4,2013
EAGLE MT-SAGINAW ISD,Fort Worth,987.0,50.8,2013
CARROLL ISD,Fort Worth,1167.0,78.3,2013
WHITE SETTLEMENT ISD,Fort Worth,936.0,43.3,2013
AUSTIN ISD,Austin,1025.0,63.7,2013
PFLUGERVILLE ISD,Austin,973.0,65.8,2013
MANOR ISD,Austin,835.0,62.5,2013
EANES ISD,Austin,1212.0,87.9,2013
DEL VALLE ISD,Austin,866.0,36.3,2013
LAGO VISTA ISD,Austin,1030.0,62.9,2013
LAKE TRAVIS ISD,Austin,1138.0,86.8,2013
KNIPPA ISD,San Antonio,967.0,100.0,2013
SABINAL ISD,San Antonio,800.0,78.6,2013
CANTON ISD,Richardson,1013.0,43.3,2013
WILLS POINT ISD,Richardson,965.0,30.4,2013
HEMPSTEAD ISD,Houston,876.0,14.5,2013
WALLER ISD,Houston,970.0,31.2,2013
ROYAL ISD,Houston,967.0,12.5,2013
FLORENCE ISD,Austin,919.0,53.3,2013
GEORGETOWN ISD,Austin,1046.0,63.3,2013
GRANGER ISD,Austin,998.0,37.8,2013
HUTTO ISD,Austin,966.0,61.5,2013
JARRELL ISD,Austin,998.0,57.4,2013
LIBERTY HILL ISD,Austin,1040.0,57.5,2013
ROUND ROCK ISD,Austin,1095.0,68.1,2013
TAYLOR ISD,Austin,960.0,45.2,2013
THRALL ISD,Austin,1020.0,57.9,2013
LEANDER ISD,Austin,1075.0,68.3,2013
FLORESVILLE ISD,San Antonio,931.0,54.8,2013
LA VERNIA ISD,San Antonio,972.0,53.5,2013
POTH ISD,San Antonio,993.0,68.3,2013
STOCKDALE ISD,San Antonio,972.0,55.7,2013
ALVORD ISD,Fort Worth,1009.0,51.4,2013
BOYD ISD,Fort Worth,943.0,54.1,2013
BRIDGEPORT ISD,Fort Worth,1005.0,39.5,2013
CHICO ISD,Fort Worth,952.0,19.6,2013
DECATUR ISD,Fort Worth,1005.0,33.9,2013
PARADISE ISD,Fort Worth,1021.0,31.4,2013
SLIDELL ISD,Fort Worth,883.0,50.0,2013
CRYSTAL CITY ISD,San Antonio,813.0,22.1,2013
LA PRYOR ISD,San Antonio,837.0,43.9,2013
CHARLOTTE ISD,San Antonio,713.0,14.8,2014
JOURDANTON ISD,San Antonio,929.0,20.6,2014
LYTLE ISD,San Antonio,900.0,25.4,2014
PLEASANTON ISD,San Antonio,930.0,45.1,2014
POTEET ISD,San Antonio,888.0,14.0,2014
MEDINA ISD,San Antonio,943.0,60.0,2014
BANDERA ISD,San Antonio,1010.0,56.2,2014
BASTROP ISD,Austin,946.0,50.3,2014
ELGIN ISD,Austin,951.0,51.8,2014
SMITHVILLE ISD,Austin,983.0,30.8,2014
BARTLETT ISD,Austin,905.0,11.8,2014
ALAMO HEIGHTS ISD,San Antonio,1117.0,83.9,2014
HARLANDALE ISD,San Antonio,791.0,89.9,2014
EDGEWOOD ISD,San Antonio,796.0,51.2,2014
RANDOLPH FIELD ISD,San Antonio,1088.0,71.7,2014
SAN ANTONIO ISD,San Antonio,809.0,60.9,2014
SOUTH SAN ANTONIO ISD,San Antonio,854.0,38.8,2014
SOMERSET ISD,San Antonio,837.0,50.9,2014
NORTH EAST ISD,San Antonio,1013.0,69.2,2014
EAST CENTRAL ISD,San Antonio,906.0,49.8,2014
SOUTHWEST ISD,San Antonio,763.0,94.7,2014
LACKLAND ISD,San Antonio,1058.0,40.7,2014
FT SAM HOUSTON ISD,San Antonio,1051.0,69.0,2014
NORTHSIDE ISD,San Antonio,976.0,60.1,2014
JUDSON ISD,San Antonio,893.0,63.5,2014
SOUTHSIDE ISD,San Antonio,836.0,94.4,2014
JOHNSON CITY ISD,Austin,992.0,75.0,2014
BLANCO ISD,Austin,1001.0,41.3,2014
ALVIN ISD,Houston,962.0,49.7,2014
ANGLETON ISD,Houston,965.0,43.2,2014
DANBURY ISD,Houston,965.0,53.0,2014
BRAZOSPORT ISD,Houston,994.0,43.6,2014
SWEENY ISD,Houston,949.0,46.0,2014
COLUMBIA-BRAZORIA ISD,Houston,977.0,31.1,2014
PEARLAND ISD,Houston,1044.0,59.2,2014
MARBLE FALLS ISD,Austin,981.0,48.9,2014
LOCKHART ISD,Austin,917.0,51.7,2014
LULING ISD,Austin,920.0,42.1,2014
PRAIRIE LEA ISD,Austin,860.0,42.9,2014
ANAHUAC ISD,Houston,905.0,63.1,2014
BARBERS HILL ISD,Houston,1013.0,53.9,2014
ALLEN ISD,Richardson,1092.0,67.6,2014
ANNA ISD,Richardson,987.0,46.0,2014
CELINA ISD,Richardson,1021.0,22.4,2014
FARMERSVILLE ISD,Richardson,1006.0,35.4,2014
FRISCO ISD,Richardson,1092.0,65.8,2014
MCKINNEY ISD,Richardson,1072.0,61.5,2014
MELISSA ISD,Richardson,1006.0,45.4,2014
PLANO ISD,Richardson,1151.0,70.2,2014
PRINCETON ISD,Richardson,979.0,26.9,2014
PROSPER ISD,Richardson,1060.0,66.8,2014
WYLIE ISD,Richardson,1001.0,51.4,2014
BLUE RIDGE ISD,Richardson,909.0,24.3,2014
COMMUNITY ISD,Richardson,947.0,52.4,2014
LOVEJOY ISD,Richardson,1144.0,82.2,2014
NEW BRAUNFELS ISD,Austin,1024.0,56.5,2014
COMAL ISD,Austin,1013.0,63.9,2014
GAINESVILLE ISD,Fort Worth,994.0,22.2,2014
MUENSTER ISD,Fort Worth,1095.0,63.9,2014
VALLEY VIEW ISD,Fort Worth,943.0,70.8,2014
CALLISBURG ISD,Fort Worth,897.0,72.8,2014
ERA ISD,Fort Worth,921.0,33.3,2014
LINDSAY ISD,Fort Worth,1070.0,69.7,2014
CARROLLTON-FARMERS BRANCH ISD,Richardson,1000.0,56.6,2014
CEDAR HILL ISD,Richardson,911.0,48.4,2014
DALLAS ISD,Richardson,865.0,65.4,2014
DESOTO ISD,Richardson,846.0,56.4,2014
DUNCANVILLE ISD,Richardson,883.0,46.2,2014
GARLAND ISD,Richardson,974.0,49.8,2014
GRAND PRAIRIE ISD,Richardson,910.0,47.4,2014
HIGHLAND PARK ISD,Richardson,1217.0,69.5,2014
IRVING ISD,Richardson,837.0,87.1,2014
LANCASTER ISD,Richardson,802.0,52.1,2014
MESQUITE ISD,Richardson,905.0,51.6,2014
RICHARDSON ISD,Richardson,1052.0,58.9,2014
SUNNYVALE ISD,Richardson,1048.0,82.6,2014
COPPELL ISD,Richardson,1153.0,86.7,2014
DENTON ISD,Fort Worth,1003.0,56.2,2014
LEWISVILLE ISD,Fort Worth,1091.0,65.6,2014
PILOT POINT ISD,Fort Worth,959.0,36.8,2014
KRUM ISD,Fort Worth,981.0,55.6,2014
PONDER ISD,Fort Worth,1044.0,46.3,2014
AUBREY ISD,Fort Worth,1015.0,48.2,2014
SANGER ISD,Fort Worth,984.0,43.1,2014
ARGYLE ISD,Fort Worth,1082.0,81.3,2014
NORTHWEST ISD,Fort Worth,1013.0,63.3,2014
LAKE DALLAS ISD,Fort Worth,998.0,58.0,2014
LITTLE ELM ISD,Fort Worth,964.0,52.3,2014
AVALON ISD,Richardson,872.0,66.7,2014
ENNIS ISD,Richardson,993.0,22.9,2014
FERRIS ISD,Richardson,893.0,50.3,2014
ITALY ISD,Richardson,915.0,28.9,2014
MIDLOTHIAN ISD,Richardson,1024.0,45.7,2014
PALMER ISD,Richardson,927.0,43.7,2014
RED OAK ISD,Richardson,979.0,47.9,2014
WAXAHACHIE ISD,Richardson,1003.0,49.6,2014
MAYPEARL ISD,Richardson,1012.0,36.0,2014
DUBLIN ISD,Fort Worth,911.0,41.4,2014
STEPHENVILLE ISD,Fort Worth,1011.0,58.8,2014
HUCKABAY ISD,Fort Worth,982.0,75.0,2014
LINGLEVILLE ISD,Fort Worth,805.0,42.9,2014
BONHAM ISD,Richardson,988.0,31.2,2014
ECTOR ISD,Richardson,1017.0,17.6,2014
HONEY GROVE ISD,Richardson,895.0,6.3,2014
LEONARD ISD,Richardson,942.0,47.4,2014
SAVOY ISD,Richardson,1028.0,42.9,2014
TRENTON ISD,Richardson,975.0,34.6,2014
SAM RAYBURN ISD,Richardson,888.0,15.6,2014
FLATONIA ISD,Austin,876.0,69.8,2014
LA GRANGE ISD,Austin,977.0,50.3,2014
SCHULENBURG ISD,Austin,998.0,53.4,2014
FAYETTEVILLE ISD,Austin,964.0,76.5,2014
ROUND TOP-CARMINE ISD,Austin,955.0,42.9,2014
NEEDVILLE ISD,Houston,988.0,41.0,2014
FORT BEND ISD,Houston,1034.0,74.5,2014
DILLEY ISD,San Antonio,880.0,21.6,2014
PEARSALL ISD,San Antonio,1070.0,1.9,2014
DICKINSON ISD,Houston,928.0,46.5,2014
GALVESTON ISD,Houston,918.0,48.0,2014
LA MARQUE ISD,Houston,826.0,50.4,2014
TEXAS CITY ISD,Houston,905.0,48.1,2014
HITCHCOCK ISD,Houston,753.0,25.5,2014
SANTA FE ISD,Houston,950.0,32.1,2014
CLEAR CREEK ISD,Houston,1079.0,68.3,2014
FRIENDSWOOD ISD,Houston,1113.0,79.8,2014
FREDERICKSBURG ISD,Austin,1013.0,60.4,2014
HARPER ISD,Austin,957.0,35.0,2014
GONZALES ISD,Austin,949.0,28.8,2014
WAELDER ISD,Austin,704.0,55.6,2014
BELLS ISD,Richardson,1003.0,41.4,2014
COLLINSVILLE ISD,Richardson,1025.0,7.7,2014
DENISON ISD,Richardson,1024.0,20.9,2014
HOWE ISD,Richardson,993.0,38.7,2014
SHERMAN ISD,Richardson,1042.0,35.3,2014
VAN ALSTYNE ISD,Richardson,1009.0,46.9,2014
WHITESBORO ISD,Richardson,1015.0,12.6,2014
WHITEWRIGHT ISD,Richardson,1032.0,41.2,2014
POTTSBORO ISD,Richardson,1094.0,49.3,2014
GUNTER ISD,Richardson,988.0,49.2,2014
TOM BEAN ISD,Richardson,1048.0,29.7,2014
SEGUIN ISD,Austin,940.0,47.2,2014
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,999.0,64.1,2014
NAVARRO ISD,Austin,984.0,68.4,2014
MARION ISD,Austin,963.0,53.2,2014
ALDINE ISD,Houston,860.0,53.2,2014
ALIEF ISD,Houston,877.0,64.4,2014
CHANNELVIEW ISD,Houston,882.0,51.4,2014
CROSBY ISD,Houston,963.0,36.5,2014
CYPRESS-FAIRBANKS ISD,Houston,1023.0,59.7,2014
DEER PARK ISD,Houston,986.0,47.3,2014
GALENA PARK ISD,Houston,890.0,25.0,2014
HOUSTON ISD,Houston,839.0,98.0,2014
HUMBLE ISD,Houston,1012.0,60.4,2014
KATY ISD,Houston,1074.0,70.0,2014
KLEIN ISD,Houston,1024.0,58.4,2014
LA PORTE ISD,Houston,953.0,44.8,2014
PASADENA ISD,Houston,901.0,50.5,2014
SPRING ISD,Houston,790.0,96.6,2014
SPRING BRANCH ISD,Houston,1037.0,71.8,2014
TOMBALL ISD,Houston,1043.0,66.0,2014
SHELDON ISD,Houston,849.0,57.2,2014
HUFFMAN ISD,Houston,988.0,53.0,2014
DRIPPING SPRINGS ISD,Austin,1098.0,76.3,2014
WIMBERLEY ISD,Austin,1102.0,69.8,2014
GRANBURY ISD,Fort Worth,1016.0,45.6,2014
LIPAN ISD,Fort Worth,1015.0,57.9,2014
TOLAR ISD,Fort Worth,999.0,60.9,2014
CADDO MILLS ISD,Richardson,1050.0,44.1,2014
CELESTE ISD,Richardson,939.0,25.6,2014
COMMERCE ISD,Richardson,957.0,38.8,2014
GREENVILLE ISD,Richardson,946.0,38.2,2014
LONE OAK ISD,Richardson,978.0,44.8,2014
QUINLAN ISD,Richardson,943.0,28.1,2014
WOLFE CITY ISD,Richardson,1034.0,14.9,2014
CAMPBELL ISD,Richardson,1107.0,15.0,2014
BLAND ISD,Richardson,1083.0,27.3,2014
BOLES ISD,Richardson,970.0,51.2,2014
ALVARADO ISD,Fort Worth,936.0,45.8,2014
BURLESON ISD,Fort Worth,978.0,56.8,2014
CLEBURNE ISD,Fort Worth,955.0,48.2,2014
GRANDVIEW ISD,Fort Worth,978.0,35.4,2014
JOSHUA ISD,Fort Worth,1001.0,41.9,2014
KEENE ISD,Fort Worth,871.0,57.9,2014
RIO VISTA ISD,Fort Worth,954.0,57.1,2014
VENUS ISD,Fort Worth,905.0,40.8,2014
GODLEY ISD,Fort Worth,961.0,61.9,2014
FALLS CITY ISD,San Antonio,957.0,55.6,2014
CRANDALL ISD,Richardson,997.0,35.4,2014
FORNEY ISD,Richardson,979.0,53.3,2014
KAUFMAN ISD,Richardson,923.0,53.4,2014
KEMP ISD,Richardson,906.0,36.3,2014
MABANK ISD,Richardson,1016.0,25.6,2014
TERRELL ISD,Richardson,925.0,28.7,2014
SCURRY-ROSSER ISD,Richardson,938.0,44.4,2014
BOERNE ISD,San Antonio,1080.0,74.0,2014
COMFORT ISD,Austin,971.0,58.2,2014
CENTER POINT ISD,San Antonio,929.0,67.6,2014
KERRVILLE ISD,San Antonio,1023.0,61.6,2014
INGRAM ISD,San Antonio,872.0,50.0,2014
BRACKETT ISD,San Antonio,928.0,45.3,2014
COTULLA ISD,San Antonio,784.0,38.5,2014
GIDDINGS ISD,Austin,933.0,54.5,2014
